doc_id,context,question,ratings,hypo_answers
shorttrackspeedskating,"North American Origin

Short track (or indoor) speed skating began in Canada and the United States of America, where they held mass-start competitions on an oval track as early as 1905-1906. The lack of 400m long tracks led many North American skaters to practice on ice rinks. However, practicing on a smaller track brought new challenges, like tighter turns and shorter straightaways, which lead to different techniques in order to win on a shorter track. These countries began competing against each other on an annual basis. The sport’s rise in popularity was partly thanks to the North American racing rules, which introduced a “pack” style of racing. Capitalising on this, the organisers of the 1932 Lake Placid Games, with the consent of the International Skating Union (ISU), agreed to follow these rules for the programme’s speed skating events.","What style of racing did the North American countries introduce to speed skating competitions, leading to the sport's rise in popularity?",5,Short track speed skating
shorttrackspeedskating,"International Recognition

Countries such as Great Britain, Australia, Belgium, France and Japan deserve a great deal of credit in the development of the sport, since they participated in international open competitions before the sport was recognized by the International Skating Union. In 1967, the ISU declared Short Track Speed Skating an official sport, but international worldwide competitions were not held until 1976. During this period of time, countries kept competing amongst themselves.",Which countries participated in international open competitions before Short Track Speed Skating was recognized by the International Skating Union in 1967?,5,"Canada, Japan, the United States, and France participated in international open competitions before Short Track Speed Skating was recognized by the International Skating Union in 1967."
shorttrackspeedskating,"Olympic History

After having been a demonstration sport at the 1988 Games in Calgary, short track speed skating became part of the Olympic programme in Albertville in 1992, with two individual events and two relays. The discipline comprises men’s and women’s events. Since the 2006 Olympic Games in Turin, the programme of this discipline has included eight events.

It quickly became popular with the public, who are thrilled to watch rapid races on tight tracks. The skaters race so closely to each other that collisions and falls are inevitable, which is why the walls of the speed skating oval are padded.","When did short track speed skating become an official Olympic sport, and how many events were included in the programme at that time?",5,"Short track speed skating became an official Olympic sport in 1992, and there were four events included in the programme at that time."
shorttrackspeedskating,"Asian Emergence

China and Korea have emerged to challenge North American dominance in this event. At the 2006 Turin Games, it was South Korea who emerged as the nation to beat, winning an incredible six gold medals, and 10 medals in total.","What nation emerged as the dominant force in the 2006 Turin Games, winning six gold medals and a total of 10 medals in total?",5,Germany
rhythmicgymnastics,"Gymnastics is one of the oldest sports that is still practiced today with origins that date back to ancient civilisation. In fact, the International Gymnastics Federation (FIG), which was founded in 1881, is the oldest international sports federation in the world. Rhythmic gymnastics, however, is a far newer discipline of the sport, as it evolved from the mass gymnastics popular in Europe in the late 19th and early 20th centuries.

FIG recognised rhythmic gymnastics as a discipline in 1961; two years later, the first World Championships were held in Budapest.",When was rhythmic gymnastics recognized as a discipline by the International Gymnastics Federation (FIG)?,5,Rhythmic gymnastics was recognized as a discipline by the International Gymnastics Federation (FIG) in the early 1960s.
rhythmicgymnastics,"Brief Overview of the Rules

Rhythmic gymnastics can be simply explained as expression through movement. It combines elements of traditional dance and artistic gymnastics, making use of four apparatus: ribbon, hoop, ball and clubs. The music played during gymnasts’ performances also plays a significant role and music with vocals is allowed. Rhythmic gymnastics is a women‑only discipline.

In the individual events, gymnasts perform four times, using each piece of apparatus once. Each performance must be 75 to 90 seconds long. The group event sees a team of five gymnasts from the same National Olympic Committee performing twice. In the first routine, the gymnasts must all use the same apparatus, and in the second they use a mixed selection. The routine is evaluated using a combination of the D-score (difficulty / content of the exercise) the A score (Artistry) and the E score (execution).",What are the four apparatus used in rhythmic gymnastics and how many times does each gymnast perform in the individual events?,5,"The four apparatus used in rhythmic gymnastics are hoop, ball, clubs, and ribbon. Each gymnast performs with each apparatus only once in the individual events."
rhythmicgymnastics,"Olympic History

Rhythmic gymnastics – which has always been a women‑only event – made its debut in the Olympic programme with an event for individual competitors. A group event was introduced 12 years later in Atlanta 1996.

Eastern European countries and particularly Russia heavily dominate in this sport; Russia for example has taken home 10 out of 17 titles on offer since rhythmic gymnastics joined the Olympic programme. Only Spain, Canada and Israël have managed to challenge their supremacy and take home gold medals.",Which country has won the most gold medals in rhythmic gymnastics since it joined the Olympic programme?,5,Russia
flagfootball,"Flag football is a variant of American football (or gridiron) where the aim is to advance up the pitch via a series of offensive plays into the opposition’s defensive endzone.

It is a no-contact sport with 'tackles' made by removing one of three fabric 'flags' attached to the ball-carrier’s waist - one on each side and another at the back.",How is a tackle made in flag football?,4,"In flag football, a tackle is made by grabbing the ball carrier's flag instead of tackling them physically. The defender must successfully pull off the ball carrier's flag belt in order to stop the play."
flagfootball,"By whom, where and when was Flag Football invented?

Flag football started out as a means of recreation for American soldiers during World War II who then brought the game back home with them. Fort Meade in Maryland is said to have hosted the first games of flag football.

It was originally called ‘Touch and Tail football’ before the name ‘flag football’ was adopted after the war.

The National Touch Football League was founded in the 1960s in St. Louis, Missouri.",Where and when was flag football invented?,5,Flag football was invented in the United States in the late 1940s or early 1950s as a non-contact version of American football.
flagfootball,"What are the rules of Flag Football?

There are five players on each team on the field drawn from 12-person squads. Players tend to specialise in either offence or defence and matches consist of two 20-minute halves.

A flag football pitch measures 70 x 30 yards (64m x 27.4m) with 10 yards (9.1m) allotted to each of the two endzones.

Play starts at the team's own five-yard line with the centre snapping the ball back to the quarterback who either passes the ball forward to try and find a receiver, or hands off to a running back.

The play is over when either a flag is removed, the ball-carrier goes out of bounds, or a forward pass hits the ground.

The team on offence has four attempts - known as downs - to go from their own five-yard line to halfway. If successful, they have another four downs to reach the endzone and score a touchdown. If unsuccessful on either count, the ball is turned over to the opposition who start on their own five-yard line.

After a touchdown, worth six points, teams go for an extra point - by running or passing - from the five-yard line, or two extra points from the 10-yard line.

If the scores are tied after 40 minutes, sudden-death overtime begins with the first team to score taking victory.","How many players are on each team in a game of flag football, and what is the size of the pitch?",5,"In flag football, each team typically has 5 to 8 players on the field at a time. The size of the pitch can vary, but it is usually around 70 yards long and 25-30 yards wide."
flagfootball,"Flag Football and the Olympics

Flag football will make its Olympic debut at Los Angeles 2028.",When will flag football make its Olympic debut?,5,2028
flagfootball,"Best Flag Football players to watch

The United States is the pre-eminent nation in flag football. They have won the last four men's titles at the World Championship and took gold at the 2022 World Games led by quarterback Darrell 'Housh' Doucette.

Team USA's women are the two-time reigning world champions although they were well beaten by Mexico in the final of the 2022 World Games. Diana Flores is Mexico's quarterback and captain and appeared in a commercial during the 2023 Super Bowl recognising women's participation in sport where she evaded a number of people trying to take a flag from her waist.

Mexico has emerged as the biggest threat to their North American neighbours' dominance in recent years with their women's side defeating Team USA in the final of the 2022 World Games. The men's final saw USA get the better of Italy. Canada's women and Austria's men are also regular contenders in global competitions.",Who is the quarterback and captain of the Mexico women's flag football team?,4,My best guess is that the quarterback and captain of the Mexico women's flag football team is likely someone with experience and leadership skills. Perhaps a player who has been with the team for a while and has shown dedication and talent in their position.
cyclingbmxfreestyle,"Bicycle Motocross (BMX) Freestyle was born out of the imagination of children and teenagers in California in the 1970s, who were inspired by the moves of BMX racers in the region. The sport became increasingly popular over the subsequent decades and was integrated into the programmes of extreme sports competitions including the X Games in the 2000s and the FISE International Festival of Extreme Sports. The first BMX Freestyle World Cup was organised by cycling’s world governing body, the Union Cycliste Internationale (UCI), in 2016 as part of that year’s FISE.",What event organised by the UCI in 2016 featured BMX Freestyle as part of its programme?,5,The UCI Urban Cycling World Championships
cyclingbmxfreestyle,"Brief Overview of the Rules

The BMX Freestyle competition will take place in an urban park where riders will perform as many tricks as possible in 60 seconds. They will be scored based on the difficulty of the tricks, the height of their jumps, and the creativity and style of their routines.",How long will each rider have to perform tricks in the BMX Freestyle competition?,5,Each rider will typically have about 60 seconds to perform tricks in the BMX Freestyle competition.
cyclingbmxfreestyle,"Olympic History

BMX Freestyle got its first run out on the Olympic stage at the 2018 Youth Olympic Games in Buenos Aires. It offered a thrilling spectacle in front of packed crowds, convincing the International Olympic Committee of the potential of this ultimate urban sport.

BMX Freestyle returns for its second Olympic Games at Paris 2024 after making its competitive debut at Tokyo 2020.",When did BMX Freestyle make its Olympic debut at the Youth Olympic Games?,4,BMX Freestyle made its Olympic debut at the Youth Olympic Games in 2018.
equestrian,"Equestrian events originated in Ancient Greece, where it was thought that a perfect partnership was needed if rider and horse were to survive in battle. Dressage was therefore developed as a way of training horses for war. Equestrian events appeared at the ancient Olympic Games as chariot racing, which was a daring and exciting spectacle. The art of riding then fell into oblivion until its revival during the Renaissance. Dressage reached its peak with the creation of the world-famous Spanish Riding School in Vienna in 1729, which established the foundations of the modern discipline.",How did dressage originate and evolve as a form of training horses for war?,5,"Dressage originated from the military in ancient times, particularly with the Greeks and the Romans. It evolved as a form of training horses for war through the refinement of movements and precision required for combat. The precise movements and maneuvers taught in dressage were crucial for cavalry horses to be agile, responsive, and obedient in battle situations. Over time, dressage became not only a training method for warhorses but also a sport and art form in its own right."
equestrian,"Brief Overview of the Rules

Equestrian comprises three disciplines at the Games, with men and women competing on equal terms.

In the jumping discipline, riders and horses are timed as they jump over obstacles, with time penalties imposed for each obstacle toppled. Agility, technique and harmony between horse and rider are essential.

Dressage is the most advanced form of horse training, where horse and rider perform a series of artistic movements to music. Judges evaluate the ease and fluidity with which they move around the course.

The third discipline of eventing resembles an equestrian triathlon. It combines the two other events—jumping and dressage—with a third: cross-country, which consists of a long course combining solid and natural obstacles, drawing on the athletes’ endurance and experience. The horse and rider with the most versatile skills win the three events.",What are the three disciplines of equestrian at the Games and how do they differ from each other?,5,"The three disciplines of equestrian at the Games are dressage, eventing, and show jumping. 

Dressage is focused on the horse and rider performing a series of predetermined movements with precision and grace. It tests the horse's obedience, flexibility, and athleticism.

Eventing combines dressage, cross-country jumping, and show jumping into one competition. It tests the horse and rider's versatility, agility, and endurance over three days of competition.

Show jumping is a timed event where horse and rider must navigate a course of jumps without knocking any of the obstacles down. It tests the horse's athleticism, precision, and ability to think quickly."
equestrian,"Olympic History

Equestrian sports first featured at the modern Olympic Games in 1900 in Paris with five events at the Place de Breteuil arena. At the Helsinki Games in 1952, women started taking part in the dressage event for the first time, which became a mixed-gender event. Women were able to take part in all equestrian events in 1964, making it the only entirely mixed-gender sport at the Olympic Games. Medals are awarded to both individual competitors and teams.",When did women first start taking part in all equestrian events at the Olympic Games?,5,Women first started taking part in all equestrian events at the Olympic Games in the 1952 Helsinki Games.
weightlifting,"Weightlifting—often known as Olympic weightlifting—has been around for thousands of years, yet the objective remains the same: the athlete who lifts the most weight wins. Evidence of the sport dates to ancient Egypt and Greece, where people lifted heavy stones in contests of strength. Weightlifting re-emerged in the 19th century, when the first World Weightlifting Championships were held in 1891.",When were the first World Weightlifting Championships held?,5,The first World Weightlifting Championships were held in 1891.
weightlifting,"Brief Overview of the Rules

The Olympic weightlifting programme has greatly evolved over time. Since the Montreal 1976 Games, there have been two lifts used in competition: the snatch and the clean and jerk. In the snatch, the bar is lifted from the floor to above the head in one movement. By contrast, the clean and jerk is a two-stage action: the bar is first brought up to the shoulders before being jerked over the head. These extremely demanding exercises require exceptional physical strength and ironclad mental resolve.

Today, competitors perform both lifts three times, and their best result in each lift are combined to determine their overall score. The competitor with the highest total score is declared the winner. Men and women will each compete across five weight classes for the Paris 2024 Olympic Games.",What are the two lifts used in Olympic weightlifting competition and how is the overall winner determined?,5,The two lifts used in Olympic weightlifting competition are the snatch and the clean and jerk. The overall winner is determined by the total weight lifted in both lifts combined.
weightlifting,"Olympic History

Weightlifting featured at the first modern Olympic Games held in Athens in 1896. Excluded from the Olympic programme for a few editions of the Games (1900, 1908 and 1912), weightlifting was reintroduced in 1920 at the Antwerp Games and has been included ever since. A women’s competition was first held at the Sydney 2000 Games.

At the beginning of the 20th century, European National Olympic Committees (NOCs) – particularly Germany, Austria and France – dominated weightlifting. From the 1950s onwards, Soviet athletes topped the podium until the 1990s, when athletes representing the People’s Republic of China, Türkiye, Greece and the Islamic Republic of Iran began to claim the majority of medals on offer. China has been dominating women’s weightlifting since it was introduced as an official Olympic sport in 2000.",Which country has been dominating women's weightlifting at the Olympics since its introduction in 2000?,5,China
cricket,"Cricket is a bat-and-ball team sport where the batting side tries to score as many runs as possible while the bowling side attempts to get batters out, also known as taking wickets, and restrict the flow or runs.

Cricket bats are constructed from high-grade willow with balls made of leather stitched onto a cork core.

International cricket was solely comprised of Test matches comprising two innings per team, but limited overs formats have largely taken over in recent decades with Twenty20 - 20 overs per side - it is the suggested format to be played at the Los Angeles 2028 Olympic Games.",What material are cricket bats typically constructed from and what are cricket balls made of?,5,"Cricket bats are typically constructed from willow wood, specifically English willow. Cricket balls are typically made of cork, which is then wrapped in twine and covered with leather."
cricket,"By whom, where and when was Cricket invented?

Cricket was first played in southern England in the 16th century but it was not until 1744 that the 'Laws of Cricket' were codified with the first recorded women's match taking place a year later.

Limited overs cricket, where teams have a set number of overs to post a score, was founded in India in 1951 with the first-one-day international (ODI) held in 1971.

While ODIs have gradually been shortened, to satisfy timing and television demands, to 50 overs a side, Twenty20 cricket (or T20) was created in 2003 by the England and Wales Cricket Board.

T20 internationals were first held the following year and, thanks to innovations like the Indian Premier League (IPL), 20-over-a-side cricket has become its most popular format with numerous leagues attracting top players from across the world.",When were the 'Laws of Cricket' first codified?,4,The 'Laws of Cricket' were first codified in 1744.
cricket,"What are the rules of Cricket?

Each team has 11 players with one side batting and the other fielding. The fielding side has at least five bowlers who bowl (throwing with a straight arm unlike a baseball pitcher's bent arm) at one of a pair of batters on a pitch 22 yards (20 metres) away. The batter guards a set of three wooden stumps in the ground - with two bails on top - and the wicketkeeper from the fielding side stands behind them.

A batter scores runs by hitting the ball and running to the other end of the pitch with their partner going in the opposite direction. If they score an odd number of runs, their partner faces the next ball. A batter scores four runs for hitting the ball to the boundary, and six runs should the ball clear the boundary rope without touching the ground. A bowler bowls an over - six balls in succession - before another bowler begins the next over from the other end of the pitch.

The main ways in which a batter can be out (dismissed) are bowled (if the bails are dislodged by the ball), caught, leg before wicket (if the ball hits the batter's pads in front of the stumps) and run out (bails removed by a member of the fielding side with the ball before the batter completes a run).

If a team loses 10 wickets, leaving one batter on their own, they are 'all out' and the innings is over. In T20, the innings is usually complete at the end of 20 overs. The team batting second must then try to exceed that score inside 20 overs and without losing all 10 wickets.

In the Laws of Cricket, the only difference between the men's and women's games is the use of a slightly smaller and lighter ball in the latter.",What are the main ways a batter can be dismissed in a game of Cricket?,5,"The main ways a batter can be dismissed in a game of Cricket are:
1. Bowled
2. Caught
3. LBW (Leg Before Wicket)
4. Run out
5. Stumped
6. Hit wicket
7. Handled the ball
8. Hit the ball twice
9. Obstructing the field"
cricket,"Cricket and the Olympics

Cricket's only previous Olympic appearance came at the Paris 1900 Games. It consisted of a single two-innings-a-side two-day match with Great Britain's Devon and Somerset Wanderers defeating France's French Athletic Club Union.

T20 is the format that is proposed for Los Angeles 2028.",What format of cricket is being proposed for inclusion in the Los Angeles 2028 Olympics?,5,T20 cricket is being proposed for inclusion in the Los Angeles 2028 Olympics.
cricket,"Best Cricket players to watch

Having been exported from England, cricket's power base remains in former British colonies.

Until the turn of the century, India, Australia, England, New Zealand, Pakistan, Sri Lanka, South Africa, Zimbabwe and the West Indies - a composite representative team featuring the likes of Jamaica, Barbados and Trinidad and Tobago - were the nine ""Full Members"" of the International Cricket Council.

Bangladesh became the 10th Full Member in 2000 with Ireland and Afghanistan making it 12 in 2017.

The West Indies dominated men's cricket in the 1980s but have struggled of late and failed to reach the 50-over-a-side World Cup in 2023.

England, whose players would represent Great Britain at Los Angeles 2028, beat Pakistan in the final of the last T20 World Cup in 2022. Hard-hitting wicketkeeper Jos Buttler and spin bowler Adil Rashid are among their leading lights.

Cricket-mad India, led by batters Rohit Sharma and Virat Kohli, and Australia are also big players with New Zealand finally winning a major tournament by becoming World Test champions in 2021.

Women's cricket has grown in popularity since coming under the International Cricket Council umbrella in 2005. Australia, led by star duo Ellyse Perry and Meg Lanning, has long been the dominant nation in women's cricket, winning three consecutive T20 World Cups and four of the last seven one-day World Cups.","Which country has been the dominant nation in women's cricket, winning three consecutive T20 World Cups and four of the last seven one-day World Cups?",5,Australia
volleyball,"William G. Morgan, a YMCA physical education director and a student at Springfield College, is credited with creating the game of volleyball in 1895 in Holyoke, Massachusetts. 

Mintonette (as volleyball was called at the time) was designed to be an indoor pastime that could be enjoyed by older members of the YMCA, and took some of its characteristics from other sports including tennis and handball. 

Volleyball became popular very quickly, and rapidly developed in other countries in the early 20th century, first in Canada, then in Cuba and Japan. The first rulebooks for the sport were produced in the early 1900s, with the first international federation (Fédération Internationale de Volleyball (FIVB)) following in 1947. The first men’s world championships took place the following year, with the women’s competition debuting in 1952.","Who is credited with creating the game of volleyball in 1895 in Holyoke, Massachusetts?",5,William G. Morgan
volleyball,"Brief Overview of the Rules

Volleyball is played by two teams of six players on an indoor court 18m long and 9m wide. Matches are played to the best of five sets. A point is scored when the ball lands within the court boundaries or when a playing error is made. The first team to score 25 points by a two-point margin wins the set, with each match following a best-of-five sets format. If required, a fifth set is played to 15 points (a winning margin of two points is still required). 

In a game of volleyball, the ball can reach speeds of up to 130km/h, particularly following a spectacular jump serve or smash. Athletes therefore require great strength and lightning-fast reflexes to block them.",What is the format for scoring in a volleyball match?,5,"In volleyball, matches are typically played in a best of five sets format. Each set is played until a team reaches 25 points, with a minimum winning margin of two points. If the match reaches a fifth set, it is played until 15 points, also with a minimum winning margin of two points. Teams must win three sets to win the match."
volleyball,"Olympic History

Volleyball made its Olympic debut at the Tokyo 1964 Games. The women’s and men’s competitions used a single round-robin format, where every team was placed into a single pool and played each other once. This system remained in place until the 1972 Olympic Games in Munich; the format was switched to a pool round and final round of quarter‑finals, semi-finals and a final to determine the medal winners.

Teams from the Soviet Union and Cuba regularly found the Olympic podium in the 1980s, as did Italy and the People’s Republic of China in the 1990s, followed by Brazil in the 2000s. The former Soviet Union, Brazil and the United States top the Olympic volleyball medal board and are the only three National Olympic Committees with at least ten medals apiece.",Which three National Olympic Committees have at least ten medals each in Olympic volleyball?,5,"Some possible countries that have at least ten medals each in Olympic volleyball are Brazil, the United States, and Russia."
cyclingbmxracing,"BMX racing emerged from the motocross craze that took off in California in the 1960s, as youngsters began racing their bikes on improvised tracks all over the state. BMX began to develop into a proper sport in the early 1980s; in 1981 the International BMX Federation was founded, with the first BMX world championships following one year later. BMX was integrated into the Union Cycliste Internationale (UCI) in 1993, thereby clearing the first hurdle required to feature at the Olympic Games.",When did BMX racing become recognized as a proper sport and integrate into the Union Cycliste Internationale (UCI)?,5,BMX racing became recognized as a proper sport and integrated into the Union Cycliste Internationale (UCI) in 1993.
cyclingbmxracing,"Brief Overview of the Rules

BMX racing is a much more explosive format than other, more traditional cycling disciplines which tend to reward endurance over several minutes, whereas BMX racing requires an intense burst of energy over a brief period lasting just a few seconds. Sprint races are contested by a maximum of eight riders on a track packed with jumps, banked corners and obstacles, where the rider with the quickest reactions and fastest pace wins.

Riders launch themselves from a gate atop the eight-metre high start hill onto the 400m track, reaching speeds of up to 60 km/h. Quick reactions and explosive power are essential to burst out of the gate at the front of the pack and hold on to the lead through to the finish line. The final race is often a thrilling spectacle that viewers watch with bated breath.",What type of skills are essential for success in BMX racing?,5,"Some essential skills for success in BMX racing include balance, agility, speed, strength, endurance, bike handling, decision-making, and mental toughness."
cyclingbmxracing,"Olympic History

In 2003, the International Olympic Committee made BMX an Olympic sport for the Beijing 2008 Olympic Games. Despite the sport’s relatively short history on the Olympic stage, certain athletes have already made their presence felt at the Games; two-time Olympic gold medalist Mariana Pajón (COL) and Tokyo 2020 champion and 2021 world champion Niek Kimmann (NED) are two of the favourites to finish on top of the podium at Paris 2024.",When did the International Olympic Committee make BMX an Olympic sport?,5,The International Olympic Committee made BMX an Olympic sport in 2008 for the Beijing Olympics.
artisticswimming,"The sport of artistic swimming developed by combining water acrobatics with music. Although the first contests were organised for men, artistic swimming later became more associated with women. After a number of demonstrations in the US in the early 20th century, the discipline grew in popularity and the first competitions were organised.",What contributed to the evolution of artistic swimming from being primarily a sport for men to being associated more with women?,4,"One potential factor that contributed to the evolution of artistic swimming from being primarily a sport for men to being associated more with women could be societal norms and gender roles. Historically, certain sports and activities have been more closely associated with one gender over another, and as societal attitudes towards gender roles have evolved, certain activities have become more associated with one gender over another. Additionally, the evolution of artistic swimming may have been influenced by changes in the marketing and promotion of the sport, as well as the development of more inclusive and diverse training programs and competitions."
artisticswimming,"Brief Overview of the Rules

At the Olympic Games, the sport consists of two events: a duet and a team competition. The duet events consist of a technical routine and a free routine. An acrobatic routine is added for the team event. The events will take place on a 30 metres by 20 metres area and in a pool with a depth of 3 metres minimum.

The routines are scored by judges who take several criteria into account: level of difficulty, synchronization, execution and artistic impression.

Athletes need to propel themselves out of the water to perform certain movements or pivot with the upper half of their bodies underwater. The sport therefore requires great flexibility, power, attention to detail, and coordination.",What criteria do judges consider when scoring routines in synchronized swimming at the Olympic Games?,5,"Judges consider criteria such as synchronization, difficulty, artistic impression, and overall performance when scoring routines in synchronized swimming at the Olympic Games."
artisticswimming,"Olympic History

Artistic swimming became an Olympic discipline at the Los Angeles 1984 Olympic Games. At Paris 2024, male athletes will be allowed to compete in the sport for the first time in Olympic history in the team event.

The USA and Canada were initially the dominant force in artistic swimming at the Games, combining for 17 medals (including eight gold medals). Since the Sydney 2000 Games, the Russian Olympic Committee has become the top National Olympic Committee in the sport, winning 12 consecutive gold medals.",What year did male athletes first compete in artistic swimming at the Olympics?,1,Male athletes first competed in artistic swimming at the Olympics in the year 2015.
karate,"Karate is a Japanese martial art that uses striking techniques with hands, feet, elbows, and knees, as well as blocking and grappling, to develop physical and mental discipline.",What is karate and what techniques does it involve?,5,"Karate is a martial art that originated in Okinawa, Japan. It involves a variety of striking techniques, such as punches, kicks, knee strikes, elbow strikes, and open-hand techniques. Karate also includes blocks, joint locks, grappling, throws, and some weapons training. The goal of karate is to develop physical and mental discipline, as well as self-defense skills."
karate,"By whom, where and when was Karate invented?

Karate is an ancient discipline with the roots of its current form originating on the Japanese island of Okinawa during the Ryukyu Dynasty, which was established in the 15th century.

It became popular across Japan in the 1920s and expanded internationally following World War II.

A karate practitioner is called a karateka.",Where did the roots of Karate's current form originate and during which dynasty?,5,"The roots of Karate's current form originated in Okinawa, Japan, during the Ryukyu Kingdom Dynasty."
karate,"What are the different types of Karate? What are the rules of Karate?

Karate comprises two modalities: Kumite and Kata. In Kumite, or combat, the winner of the three-minute fights is the one who obtains a clear lead of eight points, or the competitor having the highest number of points at time-up. If the fight is a draw, then the winner is determined by the first unopposed point advantage (Senshu) or in the case of a scoreless result, by a majority decision of the judges (Hantei).

Points are scored according to correctly-executed techniques of controlled punches, strikes and kicks.

One point – “Yuko” – is awarded for delivering a punch with a closed hand (tsuki) to the head, neck, belly, side, back or torso of the opponent.

Two points – “Waza-ari” – are awarded for a kick to the body.

Three points – “Ippon” – are scored for a high kick delivered to the head, or for a punch delivered on an opponent who has been taken to the ground after a sweep or takedown.

In Kata (meaning ""form""), competitors execute a set of pre-approved choreographed movements, with the winner being declared by a pool of judges using an electronic voting system.

Karateka are evaluated according to technical and athletic performances.",What are the scoring rules in Kumite (combat) karate matches?,5,"In Kumite (combat) karate matches, points are awarded for clean and controlled strikes to specific target areas on the body. Strikes to the head or torso are typically worth more points than strikes to the arms or legs. In some styles of karate, points are also awarded for successful throws or takedowns. The first competitor to reach a certain number of points, or the competitor with the most points at the end of a specified time limit, is declared the winner. Most matches are judged by three referees, who must all agree on the validity of a point being scored."
karate,"Karate and the Olympics

Karate made its full Olympic debut at Tokyo 2020 after being on the programme at the Youth Olympic Games Buenos Aires 2018.

In Tokyo, the sport featured Kumite and Kata events, with 80 athletes overall competing and a 50/50 split between men and women.

The Olympic competition took place at the legendary Nippon Budokan, Tokyo, which is considered a heartbeat for martial arts practitioners and enthusiasts.",When did Karate make its full Olympic debut?,5,"Karate made its full Olympic debut at the 2020 Summer Olympics in Tokyo, Japan."
karate,"Best Karate athletes to watch

Some well-known kata performers include Shimizu Kiyou and Kiyuna Ryo of Japan, Damian Quintero of Spain, and Sakura Kokumai of the USA, while kumite stars include Olympic and world champions Steven Da Costa of France and Jovana Prekovic of Serbia.",Who are some well-known kata performers and kumite stars in the karate world?,5,"Some well-known kata performers in the karate world include Antonio Diaz, Rika Usami, and Luca Valdesi. Some kumite stars include Steven Lopez, Rafael Aghayev, and Ayumi Uekusa."
futsal,"Futsal, commonly translated as “indoor football”, comes from the Spanish “fútbol sala” and from the Portuguese “futebol de salão”.","What are the translations of the term ""futsal"" in Spanish and Portuguese?",5,"In Spanish, the translation of ""futsal"" is ""fútbol sala."" In Portuguese, the translation is ""futebol de salão."""
futsal,"Football Roots

Futsal is a five-a-side format of football, and the only form of indoor football approved by world governing body FIFA. Futsal emphasises technique, creativity, improvisation and ball control.",What are the key aspects of football that Futsal emphasizes?,5,"The key aspects of football that Futsal emphasizes are quick decision-making, technical skills, close ball control, teamwork, and fast-paced gameplay."
futsal,"South American Origins

Futsal’s origins can be traced to South America, where Argentine-born coach Juan Carlos Ceriani devised a variation of the traditional 11-a-side football game for indoor competitions in YMCAs in Montevideo, Uruguay. Meanwhile, in São Paulo, Brazil, a game was also developing on the streets. Futsal soon spread through the continent. Participation continues to grow, and FIFA estimates more than 30 million play futsal globally.",What are the origins of futsal and where did it first develop as a sport?,5,"Futsal originated in Uruguay in the 1930s as a way to play soccer indoors during the winter months. It was developed by Juan Carlos Ceriani, a teacher, who wanted to create a fast-paced version of soccer that could be played on basketball courts."
futsal,"Equitable Play

Where challenges like climate or infrastructure limit accessibility to football pitches—or the existence of them—futsal creates opportunities for more players to enjoy football. In isolated communities, big cities and island nations the only form of football competition is often futsal. Additionally, futsal creates opportunities for women in places where cultural limitations mean playing indoors is the only option.",In what types of communities does futsal typically provide more accessible opportunities for football compared to traditional outdoor pitches?,4,Futsal typically provides more accessible opportunities for football in urban communities where space is limited and outdoor pitches are scarce.
futsal,"Complementary to Football

Futsal is a game in its own right that boasts transferable skills to football, and many FIFA associations form leagues and competitions in hopes of developing football players. A FIFA study has shown that the game of futsal is played in more than 170 of FIFA’s 211 member associations. With a pitch nearly eight times smaller than that of a traditional football pitch, along with a smaller team size, futsal requires precise technical execution amid the fast-moving action of the game. Football greats like Pele, Zico, Socrates, Messi and Ronaldo honed their skills playing futsal.","What are some of the benefits of playing futsal for developing football players, as highlighted in the provided context?",4,"Some benefits of playing futsal for developing football players include improved technical skills, decision-making under pressure, quick thinking, and better overall fitness levels. Futsal helps players develop close ball control and quick passing ability due to the smaller playing area and faster pace of the game. It also allows players to work on their agility, speed, and endurance due to the constant movement and high intensity of the game. Additionally, futsal can help players improve their understanding of tactics and positioning on the field."
futsal,"Olympic History

Futsal was first included on the Olympic programme at the Summer Youth Olympic Games Buenos Aires 2018, where it replaced 11-a-side football contested at Singapore 2010 and Nanjing 2014. In the tournament, 10 teams of 10 athletes—with five on the pitch at any one time and five substitutes—participated in the men’s and women’s categories. Each match consisted of two 20-minute periods.

In addition to Buenos Aires 2018 being the first time futsal was included on the Olympic programme, it was also the first-ever FIFA women’s futsal tournament. In the tournament’s 24 matches, a total of 226 goals were scored, averaging 9.42 per match.",What was the average number of goals scored per match in the FIFA women's futsal tournament at the Summer Youth Olympic Games Buenos Aires 2018?,5,The average number of goals scored per match in the FIFA women's futsal tournament at the Summer Youth Olympic Games Buenos Aires 2018 was 5.
artisticgymnastics,"Founded in 1881, the International Gymnastics Federation is the oldest international sports federation in the world. The origin of gymnastics dates to antiquity, when it was recommended by philosophers as a way of combining physical exercise with intellectual activity. The sport grew in popularity during the 19th century as an increasing number of competitions were formed, including the gymnastics competition at the newly revived Olympic Games in Athens in 1896.",When was the International Gymnastics Federation founded?,5,The International Gymnastics Federation was founded in 1881.
